testID,lotNumber,printedExpiration,extendedExpiration
161057,CD220168 CD220169 CD220170 COVAY-2141 COVAY-2142 COVAY-2143,2023-02-26,2024-05-26
161057,CD220171,2023-02-27,2024-05-27
161057,6697247 6697248 6697249 6697250 6697251 6697252 6697253 6697255 6697549 6697550 6697552 6697553 6697555 6698226 CD220172 CD220173 CD220174 COVAY-2144 COVAY-2145 COVAY-2146,2023-02-28,2024-05-28
161057,CD220175,2023-03-01,2024-06-01
161057,CD220176,2023-03-02,2024-06-02
161057,CD220177,2023-03-03,2024-06-03
161057,CD220178 CD220179 COVAY-2152,2023-03-04,2024-06-04
161057,CD220180 COVAY-2153 COVAY-2154,2023-03-06,2024-06-06
161057,CD220181 CD220182,2023-03-07,2024-06-07
161057,CD220183 COVAY-2155,2023-03-08,2024-06-08
161057,CD220184,2023-03-09,2024-06-09
161057,CD220185 CD220186,2023-03-11,2024-06-11
161057,CD220187 CD220188 CD220189 COVAY-2156 COVAY-2157,2023-03-13,2024-06-13
161057,CD220190 COVAY-2158 COVAY-2159 COVAY-2160,2023-03-14,2024-06-14
161057,CD220191 COVAY-2161,2023-03-16,2024-06-16
161057,CD220192 CD220193 CD220194,2023-03-17,2024-06-17
161057,CD220195 CD220196,2023-03-20,2024-06-20
161057,CD220197 CD220198 COVAY-2163 COVAY-2162,2023-03-21,2024-06-21
161057,CD220199,2023-03-22,2024-06-22
161057,CD220200 COVAY-2164,2023-03-24,2024-06-24
161057,CD220201 CD220202 CD220203,2023-03-25,2024-06-25
161057,CD220204,2023-03-27,2024-06-27
161057,COVAY-2165,2023-03-28,2024-06-28
161057,CD220205 CD220206 COVAY-2166,2023-03-29,2024-06-29
161057,CD220207 CD220208,2023-03-30,2024-06-30
161057,6697556 6697557 6697558 6697559 6697560 6697561 6698698 6698699 6698700 6698702 6698704,2023-03-31,2024-06-30
161057,CD230122,2023-03-31,2023-09-30
161057,CD220209 COVAY-2182,2023-04-02,2024-07-02
161057,CD220210,2023-04-04,2024-07-04
161057,CD220211 CD220212 COVAY-2183,2023-04-05,2024-07-05
161057,CD220213 COVAY-2184,2023-04-06,2024-07-06
161057,CD220214,2023-04-07,2024-07-07
161057,CD220215 CD220216,2023-04-08,2024-07-08
161057,CD220217,2023-04-09,2024-07-09
161057,CD220218 COVAY-2185,2023-04-11,2024-07-11
161057,COVAY-2186,2023-04-12,2024-07-12
161057,COVAY-2187,2023-04-13,2024-07-13
161057,CD220219 CD220220 CD220221 CD220221A,2023-04-14,2024-07-14
161057,CD220222,2023-04-15,2024-07-15
161057,CD220223,2023-04-16,2024-07-16
161057,CD220226,2023-04-18,2024-07-18
161057,CD220224 CD220225 CD220227 COVAY-2188 COVAY-2189,2023-04-19,2024-07-19
161057,CD220228 COVAY-2190,2023-04-20,2024-07-20
161057,CD220229 CD220230 CD220231 CD220232,2023-04-21,2024-07-21
161057,CD220233,2023-04-22,2024-07-22
161057,CD220234 CD220235 CD220236 CD220237,2023-04-23,2024-07-23
161057,CD220239,2023-04-25,2024-07-25
161057,COVAY-2191 COVY-2192 CD220238 CD220240 CD220241,2023-04-26,2024-07-26
161057,CD220242 CD220243,2023-04-27,2024-07-27
161057,COVY-2193 CD220244 CD220245 CD220246,2023-04-29,2024-07-29
161057,6698703 6698945 6698946 6698947 6698948 6698949 6698950 6698951 6698952 COVAY-2193 COVAY-2194 COVAY-2195 CD220247,2023-04-30,2024-07-30
161057,COVAY-2213 CD220250,2023-05-01,2024-08-01
161057,COVAY-2214 COVAY-2215,2023-05-02,2024-08-02
161057,COVAY-2216 CD220248 CD220249,2023-05-03,2024-08-03
161057,CD220251,2023-05-04,2024-08-04
161057,CD220252,2023-05-05,2024-08-05
161057,CD220253,2023-05-06,2024-08-06
161057,6700281 6700282 6700283 6700284 6699836 6699837 6699838 6699839,2023-07-31,2024-07-31
161057,CD 220254 CD220255,2023-08-08,2024-08-08
161057,CD220256 COVAY-2217,2023-08-09,2024-08-09
161057,CD 220257 COVAY-2218,2023-08-10,2024-08-10
161057,CD220258 COVAY-2219,2023-08-11,2024-08-11
161057,CD220259,2023-08-12,2024-08-12
161057,CD220260 CD220261 CD220262 CD220263,2023-08-13,2024-08-13
161057,CD220264,2023-08-16,2024-08-16
161057,CD220265 CD220266,2023-08-17,2024-08-17
161057,COVAY-2220 COVAY-2221 CD 220267,2023-08-18,2024-08-18
161057,CD220268,2023-08-19,2024-08-19
161057,CD220269 COVAY-2222,2023-08-20,2024-08-20
161057,CD220270 CD220271 CD220272,2023-08-23,2024-08-23
161057,CD220273,2023-08-24,2024-08-24
161057,CD220274,2023-08-25,2024-08-25
161057,COVAY-2223 COVAY-2224,2023-08-26,2024-08-26
161057,CD220275 CD220276 CD220277,2023-08-27,2024-08-27
161057,CD220278 COVAY-2225,2023-08-29,2024-08-29
161057,CD220279,2023-08-30,2024-08-30
161057,6700285 6700286 6700288 6700290 6700291 6700293 6700294 6700295 6700297 6700298 6700299 6700300 6701206 6701207 6701208 6701209 6701210 6701211 CD 220280,2023-08-31,2024-08-31
161057,CD220281 CD220282 CD220283,2023-09-01,2024-09-01
161057,CD220284 COVAY-2244,2023-09-02,2024-09-02
161057,CD220286 COVAY-2245,2023-09-03,2024-09-03
161057,CD220285,2023-09-04,2024-09-04
161057,CD220287 CD220288 CD220289 COVAY-2246,2023-09-06,2024-09-06
161057,CD220290 CD220292 CD220293,2023-09-08,2024-09-08
161057,CD220291,2023-09-09,2024-09-09
161057,CD220294 COVAY-2247,2023-09-10,2024-09-10
161057,CD220295,2023-09-11,2024-09-11
161057,CD220296 CD220299 COVAY-2248,2023-09-12,2024-09-12
161057,CD220298,2023-09-13,2024-09-13
161057,CD220297 COVAY-2249 COVAY-2250,2023-09-14,2024-09-14
161057,CD220300,2023-09-15,2024-09-15
161057,CD220301 CD220302 CD220303 COVAY-2251 COVAY-2252,2023-09-16,2024-09-16
161057,CD220304 CD220305,2023-09-17,2024-09-17
161057,CD220306,2023-09-20,2024-09-20
161057,CD220307 CD220308 CD220309,2023-09-21,2024-09-21
161057,CD220310 CD220311 COVAY-2253,2023-09-22,2024-09-22
161057,CD220312 CD220313 COVAY-2254 COVAY-2255,2023-09-24,2024-09-24
161057,CD220314,2023-09-25,2024-09-25
161057,CD220315 CD220316 CD220317,2023-09-27,2024-09-27
161057,CD220320,2023-09-28,2024-09-28
161057,CD220318 CD220319,2023-09-29,2024-09-29
161057,6701212 6701213 6701214 6701900 6701901 6701902 6701903 6701904 6701905 6701906 6701907A 6702285 6702286 6702287A 6702288 6702289 CD220322 CD220325 COVAY-2256,2023-09-30,2024-09-30
161057,CD220321 CD220324 COVAY-2274,2023-10-01,2024-10-01
161057,CD220326 CD220328 COVAY-2275,2023-10-03,2024-10-03
161057,CD220323 CD220329,2023-10-04,2024-10-04
161057,CD220330 CD220331,2023-10-05,2024-10-05
161057,CD220327 CD220332,2023-10-06,2024-10-06
161057,CD220333 CD330334 CD220335 CD 220341 COVAY-2276,2023-10-08,2024-10-08
161057,COVAY-2277 CD220336,2023-10-10,2024-10-10
161057,CD220337 CD220342 COVAY-2278,2023-10-11,2024-10-11
161057,CD220338 CD220339 CD 220340 CD 220343,2023-10-12,2024-10-12
161057,CD220345,2023-10-14,2024-10-14
161057,CD220344 CD220346,2023-10-15,2024-10-15
161057,CD220347,2023-10-16,2024-10-16
161057,CD220348 CD220349 COVAY-2279,2023-10-17,2024-10-17
161057,COVAY-2280,2023-10-18,2024-10-18
161057,CD220350 CD220351,2023-10-19,2024-10-19
161057,CD220352 CD220353 COVAY-2281,2023-10-20,2024-10-20
161057,CD220354,2023-10-21,2024-10-21
161057,CD220355 CD220356 COVAY-2282,2023-10-22,2024-10-22
161057,CD220357,2023-10-23,2024-10-23
161057,CD220358,2023-10-25,2024-10-25
161057,CD220359 CD220360,2023-10-26,2024-10-26
161057,CD 220361 COVAY-2283 COVAY-2283 A,2023-10-27,2024-10-27
161057,CD220362 CD220363,2023-10-28,2024-10-28
161057,CD 220364 COVAY-2284,2023-10-29,2024-10-29
161057,CD220365 CD220366 CD220367,2023-10-30,2024-10-30
161057,6702290 6702291 6702292 6703246 6703247 6703248 6703249 6703251 6703258 6703259 6703260 6703895 6703896 6703897 6703898 6703899 6703900 6703901 CD220379 CD220383 CD220384 CD220385 CD220386 CD220387 CD220388 CD220389 CD220390 CD220391 CD220392 CD220393 CD220394 CD220395 COVAY-2309 COVAY-2310,2023-10-31,2024-10-31
161057,CD220368 CD220369 CD220370 COVAY-2305,2023-11-01,2024-11-01
161057,CD220371,2023-11-02,2024-11-02
161057,CD220372 CD220373 CD220374,2023-11-03,2024-11-03
161057,CD220376 CD220377 COVAY-2306,2023-11-04,2024-11-04
161057,CD220375 CD220378 COVAY-2307,2023-11-05,2024-11-05
161057,CD220380,2023-11-06,2024-11-06
161057,CD220381 CD220382,2023-11-07,2024-11-07
161057,COVAY-2308,2023-11-08,2024-11-08
161057,6703902 6704525 6704526 6704527 6704528 6704529 6704530 6704531 6705087 6705088 6705089 6705090 6705092 6705093 6705094 6705158 6705159 6705337 6705744 6705745 CD220396 CD220397 CD220398 CD220399 CD220400 CD220401 CD220402 CD220403 CD220404 CD220405 CD220406 CD220407 CD220408 CD220409 CD220410 CD220411 CD220412 CD220413 CD220414 CD220415 CD220416 CD220417 CD220418 CD220419 CD220420 CD220421 CD220422 CD220422A CD220423 CD220424 CD220425 CD220426 CD220427 CD220428 CD220429 CD220430 CD220431 CD220432 COVAY-2311 COVAY-2312 COVAY-2313 COVAY-2314 COVAY-2315 COVAY-2316 COVAY-2317 COVAY-2335 COVAY-2336 COVAY-2337 COVAY-2338,2023-11-30,2024-11-30
161057,6705750 6705752 6705753 6705754 6705831 6705832 6705833 6705985 6705986 6705987 6705988 CD220433 CD220434 CD220435 CD220436 CD220437 CD220438 CD220439 CD220440 CD220441 CD220442 CD220443 CD220444 CD220445 CD220446 CD220447 CD220448 CD220449 CD220450 CD220451 CD220452 CD220453 CD220454 CD220455 CD220456 CD220457 CD220458 CD220459 CD230001 CD230002 CD230003 CD230004 CD230005 CD230006 CD230007 CD230008 CD230009 CD230011 CD230012 CD230013 CD230014 CD230015 CD230016 CD230017 CD230018 COVAY-2339 COVAY-2340 COVAY-2341 COVAY-2342 COVAY-2343 COVAY-3001 COVAY-3002 COVAY-3003 COVAY-3004,2023-12-31,2024-12-31
161057,6705834 6705989 6705990 6705991 6705992 6706835 6706836 6707022 6707023 6707024 6707025 6707026 6707027 6707028 6707029 6707030 6707031 6707032 6707567 6707568 6707569 6707574 6707575 6707826 CD230019 CD230021 CD230022 CD230023 CD230024 CD230025 CD230026 CD230027 CD230028 CD230029 CD230030 CD230031 CD230032 CD230033 CD230034 CD230035 CD230036 CD230037 CD230038 CD230039 CD230040 CD230041 CD230042 CD230043 CD230044 CD230045 CD230046 CD230047 CD230048 CD230049 CD230050 CD230051 CD230052 CD230053 CD230054 CD230055 CD230056 CD230057 CD230058 CD230059 CD230060 CD230061 CD230062 CD230063 CD230064 CD230065 CD230066 CD230067 COVAY-3006 COVAY-3007 COVAY-3008 COVAY-3009 COVAY-3010 COVAY-3011 COVAY-3012 COVAY-3032 COVAY-3033 COVAY-3034 COVAY-3035 COVAY-3036 COVAY-3037,2024-01-31,2025-01-31
161057,CD230068 CD230069 CD230070 CD230071 CD230072 CD230073,2024-01-31,2024-07-31
161057,6707571 6707572 6707573 6707827 6708192 6708193 6708194 6708516 6708547 COVAY-3038 6708514 6708195 6708515 6708517 6708518 6708658 6708519 6708660 6708659 6708913 6708914 COVAY-3038 COVAY-3039 COVAY-3040 COVAY-3041 COVAY-3042 COVAY-3043 COVAY-3060 COVAY-3061 COVAY-3062 COVAY-3063,2024-02-29,2025-02-28
161057,CD230074 CD230075 CD230076 CD230077 CD230078 CD230079 CD230080 CD230081 CD230082 CD230083 CD230084 CD230085 CD230086 CD230087 CD230088 CD230089 CD230090 CD230091 CD230092 CD230093 CD230094 CD230095 CD230096 CD230097 CD230098 CD230099 CD230100 CD230101 CD230102 CD230103,2024-02-29,2024-08-29
161057,6709033 6709034 6709035 6708915 6709285 6709286 6709284 6709211 COVAY-3064 COVAY-3065 COVAY-3066 COVAY-3067 COVAY-3068 COVAY-3069 COVAY-3070 COVAY-3071,2024-03-31,2025-03-31
161057,CD230104 CD230105 CD230106 CD230107 CD230108 CD230109 CD230110 CD230111 CD230112 CD230113 CD230114 CD230115 CD230116 CD230117 CD230118 CD230119 CD230120 CD230121 CD230123 CD230124 CD230125 CD230126 CD230127,2024-03-31,2024-09-30
161057,670 9474 6709475 6709476 6709477 6709214 6709213 6709478 6709689 6709788 6709789 6709690 6709691 6709692 6709693 COVAY-3091 COVAY-3092 COVAY-3093 COVAY-3094 COVAY-3095 COVAY-3096 COVAY-3122 CD230128 CD230129 CD230130 CD230131 CD230132 CD230133 CD230134 CD230135 CD230136 CD230137 CD230138,2024-09-30,2025-03-30
161057,6709694 6710124 6710125 6710088 6710330 6710126 6710329 6710409 6710408 6710701 6710702 6710089 6710332 6710331 6710695 COVAY-3097 COVAY-3098 COVAY-3099 COVAY-3121 COVAY-3123 COVAY-3124 COVAY-3152 COVAY-3153 COVAY-3154 CD230139 CD230140 CD230141 CD230142 CD230143 CD230144 CD230145 CD230146 CD230147 CD230148 CD230149 CD230150 CD230151 CD230152 CD230153 CD230154 CD230155 CD 230156 CD230157 CD230158 CD230159,2024-10-31,2025-04-30
161057,6710703 6710960 6710696 6710961 6710962 6711070 6710697 6711069 6711068 6711180 6711287 6711179 6711288 6711181 6711431 6711289 6711590 6711432 COVAY-3125 COVAY-3126 COVAY-3127 COVAY-3128 COVAY-3182 COVAY-3183 COVAY-3184 COVAY-3213 COVAY-3214 CD230160 CD230161 CD230162,2024-11-30,2025-05-30
161057,6711433 6711877 6711818 6711593 6711884 6711591 6711817 6711885 6711815,2024-12-31,2025-06-30
161057,6711879 6712436 6712435 6712437 6712438 6711816 6712625 6712627 6712674 6712628 6712626 6712820 6711886 6712675 6712821 6712676,2025-01-31,2025-07-31
161057,6712822 6713213 6713214 6712677 6713221 6713222 6713216 6713337 6713223 6713474 6713475 6713338 6713476 COVAY-3215 COVAY-3216 COVAY-3217,2025-02-28,2025-08-28
161057,COVAY-3244,2025-09-28,2026-03-28
161358,SHF1501-XI21-012AF,2023-09-20,2024-09-20
161358,SHG2701-XI26-013AF,2023-09-25,2024-09-25
161358,SHG2801-XI30-014AF,2023-09-29,2024-09-29
161358,SHG2801-XK01-015AF,2023-10-31,2024-10-31
161358,SHH0901-XK03-016AF,2023-11-02,2024-11-02
161358,SHJ2101-XK08-017AF,2023-11-07,2024-11-07
161358,SHJ2501-XK14-018AF,2023-11-13,2024-11-13
161358,SHK1801-XL02-019AF,2023-12-01,2024-12-01
161358,SHK2501-XL03-020AF,2023-12-02,2024-12-02
161358,SHK2901-XL05-021AF,2023-12-04,2024-12-04
161358,SHK3001-XL06-022AF,2023-12-05,2024-12-05
161358,SHL0101-XL07-023AF,2023-12-06,2024-12-06
161358,SHL0141-XL08-024AF,2023-12-07,2024-12-07
161358,SHL0301-XL09-025AF,2023-12-08,2024-12-08
161358,SHL0341-XL10-026AF,2023-12-09,2024-12-09
161358,SHL0501-XL12-027AF SHL0541-XL12-028AF,2023-12-11,2024-12-11
161358,SHL0581-XL13-029AF SHL0601-XL13-030AF,2023-12-12,2024-12-12
161358,SHL0641-XL14-031AF SHL0701-XL14-032AF,2023-12-13,2024-12-13
161358,SHL0801-XL15-033AF SHL0841-XL15-034AF,2023-12-14,2024-12-14
161358,SHL0901-XL16-035AF SHL0941-XL16-036AF,2023-12-15,2024-12-15
161358,SHL0981-XL17-037AF SHL09121-XL17-038AF,2023-12-16,2024-12-16
161358,SHL1301-XL19-039AF SHL1341-XL19-040AF,2023-12-18,2024-12-18
161358,SHL1401-XL20-041AF SHL1441-XL20-042AF,2023-12-19,2024-12-19
161358,SHL1501-XL21-043AF SHL1541-XL21-044AF,2023-12-20,2024-12-20
161358,SHL1601-XL22-045AF SHL1641-XL22-046AF,2023-12-21,2024-12-21
161358,SHL1701-XL23-047AF SHL1741-XL23-048AF,2023-12-22,2024-12-22
161358,SHL1901-XL24-049AF SHL2041-XL24-050AF,2023-12-23,2024-12-23
161358,SHL2101-XL26-051AF SHL2141-XL26-052AF,2023-12-25,2024-12-25
161358,SHL2201-XL27-053AF SHL2241-XL27-054AF,2023-12-26,2024-12-26
161358,SHL2301-XL28-055AF SHL2341-XL28-056AF,2023-12-27,2024-12-27
161358,SHL2401-XL29-057AF SHL2441-XL29-058AF,2023-12-28,2024-12-28
161358,SHL2601-XL30-059AF SHL2641-XL30-060AF,2023-12-29,2024-12-29
161358,SHL2701-XL31-061AF SHL2741-XL31-062AF,2023-12-30,2024-12-30
161358,SHA0441-YA09-007AF SHA0501-YA09-008AF,2024-01-08,2025-01-08
161358,SHA0541-YA10-009AF SHA0601-YA10-010AF,2024-01-09,2025-01-09
161358,SHA0641-YA11-011AF SHA0701-YA11-012AF,2024-01-10,2025-01-10
161358,SHL2801-YA12-001AF SHL2841-YA12-002AF,2024-01-11,2025-01-11
161358,SHL2901-YA13-003AF SHA0201-YA13-004AF,2024-01-12,2025-01-12
161358,SHA0301-YA14-005AF SHA0401-YA14-006AF,2024-01-13,2025-01-13
161358,SHA0741-YA16-013AF SHA0901-YA16-014AF,2024-01-15,2025-01-15
161358,SHA0941-YA17-015AF SHA1001-YA17-016AF,2024-01-16,2025-01-16
161358,SHA1041-YA18-017AF SHA1101-YA18-018AF,2024-01-17,2025-01-17
161358,SHA1141-YA19-019AF SHA1201-YA19-020AF,2024-01-18,2025-01-18
161358,SHA1241-YA20-021AF SHA1301-YA20-022AF,2024-01-19,2025-01-19
161358,SHA1341-YA21-023AF SHA1401-YA21-024AF,2024-01-20,2025-01-20
161358,SHA1441-YA23-025AF SHA1601-YA23-026AF,2024-01-22,2025-01-22
161358,SHA1641-YA24-027AF SHA1701-YA24-028AF,2024-01-23,2025-01-23
161358,SHA1741-YA25-029AF SHA1801-YA25-030AF,2024-01-24,2025-01-24
161358,SHA1841-YA26-031AF SHA1901-YA26-032AF SHA1941-YA26-033AF,2024-01-25,2025-01-25
161358,SHA2001-YA27-034AF SHA2041-YA27-035AF SHA2101-YA27-036AF,2024-01-26,2025-01-26
161358,SHA2141-YA28-037AF SHA2301-YA28-038AF SHA2341-YA28-039AF,2024-01-27,2025-01-27
161358,SHA2401-YA30-040AF SHA2441-YA30-041AF SHA2501-YA30-042AF,2024-01-29,2025-01-29
161358,SHA2541-YA31-043AF SHA2601-YA31-044AF SHA2641-YA31-045AF,2024-01-30,2025-01-30
161358,SHA2701-YB01-046AF SHA2741-YB01-047AF SHA2801-YB01-048AF,2024-01-31,2025-01-31
161358,SHA2841-YB02-049AF SHA3001-YB02-050AF SHA3041-YB02-051AF,2024-02-01,2025-02-01
161358,SHA3101-YB03-052AF SHA3141-YB03-053AF SHB0101-YB03-054AF,2024-02-02,2025-02-02
161358,SHB0141-YB04-055AF SHB0201-YB04-056AF SHB0241-YB04-057AF,2024-02-03,2025-02-03
161358,SHB0301-YB05-058AF SHB0341-YB05-059AF SHB0601-YB05-060AF,2024-02-04,2025-02-04
161358,SHB0641-YB06-061AF SHB0701-YB06-062AF SHB0741-YB06-063AF,2024-02-05,2025-02-05
161358,SHB0801-YB07-064AF,2024-02-06,2025-02-06
161358,01SHY007,2025-01-19,2025-07-19
161358,01SHY008,2025-03-24,2025-09-24
162056,2201005,2022-12-22,2023-04-22
162056,F40549,2022-12-26,2023-04-25
162056,F40546 F40547 F40548 F41052,2022-12-27,2023-04-26
162056,2201001 2201003 3668729 3668730 3668731 3668732 3668733 3668734 3668735 3668736 3668737 3668738 3678798 F40550 F40557,2022-12-29,2023-04-28
162056,2203008 3668739 3668740 3668741 3668742 3668743 3668744 3668745 3668746 3668747 3668748 3668749 3668750 3668751 3669590 3669591 3669592 3669593 3669594 3669595 3669596 3677838 3681536 F40560,2022-12-30,2023-04-29
162056,707399 F40597 F40598,2023-01-02,2023-05-02
162056,F40677,2023-01-03,2023-02-24
162056,707429 F40599 F40601 F40608 F40632 F40633 F40634 F40635,2023-01-03,2023-05-03
162056,F40648 F40649,2023-01-04,2023-02-24
162056,3669608 3669609 3669610 3669611 3669612 3669613 3669614 3669615 3669616 3669617 3669618 3669619 3669620 3669621 3669622 3670074 3670075 3670076 3670077 3670078 3670079 3670080,2023-01-04,2023-03-25
162056,3669597 3669598 3669599 3669600 3669601 3669602 3669603 3669604 3669605 3669606 3669607 F40609 F40610 F40611 F40625 F40626 F40628 F40630 F40631,2023-01-04,2023-05-04
162056,F40647,2023-01-05,2023-02-24
162056,3670081 3670082 3670083 3670084 3670085 3670086 3670087 3670088,2023-01-05,2023-03-25
162056,2201004 F40612 F40613 F40614 F40615 F40618 F40636 F40637 F40638 F40639 F40642 F40643 F40644 F40645,2023-01-05,2023-05-05
162056,F40660 F40661,2023-01-06,2023-02-24
162056,F40655 F40656 F40659,2023-01-07,2023-02-24
162056,F40619 F40620 F40622 F40623,2023-01-07,2023-05-07
162056,F40650 F40654 F40670 F40672 F40673,2023-01-08,2023-02-24
162056,3670089 3670090 3670637 3670638 3670639 3670640 3670641,2023-01-08,2023-03-25
162056,3670091 3670092 3670093 3670094 3670095,2023-01-08,2023-04-19
162056,F40678 F40679 F40680 F40681 F40683,2023-01-09,2023-02-24
162056,3670103 3670105 3670869,2023-01-09,2023-03-25
162056,3670096 3670097 3670098 3670099 3670100 3670101 3670104,2023-01-09,2023-04-19
162056,F40743 F40744 F40745 F40746 F40747 F40748 F40763 F40765 F40766,2023-01-09,2023-05-09
162056,F40663 F40664,2023-01-10,2023-02-24
162056,3670863 3670864 3670865 3670866 3670867 3670868 3670870 3670871 3670872,2023-01-10,2023-03-25
162056,F41495,2023-01-10,2023-05-07
162056,707603 707604 2201006 F40790 F40791 F40792,2023-01-10,2023-05-10
162056,F40694,2023-01-11,2023-01-19
162056,F41496,2023-01-11,2023-05-07
162056,F40732 F40733 F40734 F40735 F40741 F40742 F40755 F40762 F40770 F40771 F40772 F40773 F41359,2023-01-11,2023-05-11
162056,F40700,2023-01-12,2023-01-19
162056,F40674 F40675 F40684,2023-01-12,2023-02-24
162056,F40701 F40711,2023-01-12,2023-03-25
162056,F40713 F40714 F40715 F40718 F40719 F41053,2023-01-12,2023-05-12
162056,F40702 F40703,2023-01-13,2023-03-25
162056,2201007 F40720 F40721 F40722 F40724 F40725 F40726 F40727 F40728 F40729 F40730 F40731 F41029,2023-01-13,2023-05-13
162056,F40704 F40709 F40710,2023-01-14,2023-03-25
162056,F40712 F40749 F40750 F40751 F40752 F40753 F40754,2023-01-14,2023-05-14
162056,2202001 F40768 F40769 F40793 F40794 F40795 F40796 F40835,2023-01-15,2023-05-15
162056,3671533 3671534 3671535 3671771 3671772 3672129 3672130 3672131 3672132 3672133 3672134 3672153 3672154 3672183,2023-01-16,2023-04-19
162056,F40764 F40767 F40774 F40824 F40825 F40826 F40834,2023-01-16,2023-05-16
162056,3670895 3670896 3670897 3670898 3671505 3671506 3671507,2023-01-18,2023-03-25
162056,3671508 3671509 3671510 3671511 3671512 3671513 3671514 3671515 3671516 3671517 3671518 3671519 3671520 3671521 3671522 3671680 3671681 3671682 3671790 3671791,2023-01-18,2023-04-19
162056,F40775 F40776 F40810 F40812,2023-01-18,2023-05-18
162056,3672909,2023-01-19,2023-02-24
162056,F40798 F40799,2023-01-19,2023-03-25
162056,3671523 3671524 3671525 3671526 3671527 3671528 3671529 3671530 3671531 3671532 3671855 3671936 3671937 3672135 3672185 3672433,2023-01-19,2023-04-19
162056,F40777 F40778 F40779 F40786 F40787 F40788 F40789 F40797 F40802 F40804,2023-01-19,2023-05-19
162056,F40800 F40801 F40803 F40805 F40806 F40807 F40808 F40809 F40813 F40814 F40827 F40833 F40836,2023-01-20,2023-05-20
162056,2202002,2023-01-21,2023-01-24
162056,3672787 3672788 3672789 3672790 3672791 3672792 3672793 3672794 3672795 3672796 3672797 3672798 3672799 3672800 3672801 3672802 3672954 3672955 3672956 3672957 3673170 3673171,2023-01-22,2023-02-24
162056,3672803 3672804 3672805 3672806,2023-01-22,2023-03-25
162056,3672136 3672137 3672138 3672139 3672184 3672186 3672187 3672188 3672189 3672190 3672435 3672436 3672437,2023-01-22,2023-04-19
162056,3672140 3672142 3672143 3672144 3672145 3672146 3672147 3672148 3672149 3672434 3672708 3672709 3672710 3672711 3672712 3672713 3672714 3672715 3672716 3672807 3672872 3673480 F40780 F40781 F40782 F40783 F40784 F40785 F40819 F40820 F40821,2023-01-22,2023-05-22
162056,2202003 2202004 F40816 F40817 F40818 F40822 F40823,2023-01-23,2023-05-23
162056,2202005 2202006 2202007 F40840 F40841 F40842 F40843 F40844,2023-01-24,2023-05-24
162056,3673285 3673286 3673287 3673288 3673289 3673290 3673291 3673292,2023-01-25,2023-03-25
162056,3673293 3673294,2023-01-25,2023-04-19
162056,2202008 2202009 3673295 3673296 3673297 3673298 3673299 3677839,2023-01-25,2023-05-25
162056,F40845 F40846 F40847 F40848 F40851 F40906 F40908 F40909 F40910 F40911 F40912,2023-01-26,2023-05-26
162056,2202010 3673300 3673301 3673302 3673303 3673304 3673305 3673306 3673307 3673308 F40850 F40852 F40853 F40856 F40857,2023-01-27,2023-05-27
162056,F40872 F40873 F40874 F40875 F40876 F40877 F40902 F40903 F40904 F40905 F40907,2023-01-28,2023-05-28
162056,2202011 3673469 3673473 3673474 3673475 F40854 F40858,2023-01-29,2023-05-29
162056,F41526,2023-01-30,2023-05-08
162056,F40859 F40860 F40862 F40866 F40867 F40868 F40871 F40878 F40879 F40880 F40881 F40884 F40885,2023-01-30,2023-05-30
162056,2202012 3673476 3673477 3673478 3673479 3673492 3679355 F40861 F40863 F40864 F40865 F40886 F40887 F40888 F40889 F40890 F40891 F40893,2023-01-31,2023-05-31
162056,3673309 3673310 3673311 3673312 3673313 3673314 3673315 3673316 3673491 3673493 3673494 3673495 3673780 F40894 F40895 F40897 F40898 F40899 F40900 F40901,2023-02-01,2023-06-01
162056,2202013,2023-02-02,2023-02-15
162056,3673496 3673497 3673498 3673499 3673500 3673921 3673922 3673923 3674065 F40916 F40917 F40918 F40919 F40920 F40923 F40924 F40925 F40926 F40927 F40932 F41524,2023-02-02,2023-06-02
162056,2202015,2023-02-03,2023-02-15
162056,2202014 3673924 3673925 3673926 3673927 3673928 3673929 3673931 3673932 F40913 F40914 F40915 F40957 F40976 F40977 F41613,2023-02-03,2023-06-03
162056,2202016 F40933 F40934 F40935 F40936 F40937 F40948 F40949 F40954,2023-02-04,2023-06-04
162056,F41523,2023-02-05,2023-05-08
162056,F40961 F40969 F40970 F40971 F40978 F40979,2023-02-05,2023-06-05
162056,3673933 3673934 3673935 3673936 3673946 3673947 3674462 3674463 3674464 3674465 3680871 F40938 F40940 F40941 F40942 F40943 F40944 F40945 F40946 F40947 F40955 F40958,2023-02-06,2023-06-06
162056,F40959 F40960 F40968 F40972 F40974 F40975 F40980 F40981 F41497,2023-02-07,2023-06-07
162056,2203001 3674466 3674467 3674470 3674471 3674472 3674473 3674474 3674477 3674478 3674479 3674480 3674483 3675062 3675063 3675064 3675065 3675066 3675067 3675069 3675070 3675071 3675072 3675121 3675122 3675123 3675124 3675125 3675126 3675127 3675128 3675129 3675130 3675131 3675134 3675135 3675303 3675304 3675305 3675306 3675313 3675315 3675317 3675320 3675322 3675324 3677647,2023-02-08,2023-06-08
162056,3673930,2023-02-09,2023-06-03
162056,3675138 3675141 3675329 3675334 3675335 3675336 3675413 F40986 F40987 F40988 F40989,2023-02-09,2023-06-09
162056,3675600 3675601 3675602 3675605 3675606 3675607 3678171 F41007 F41023 F41024,2023-02-10,2023-06-10
